epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,9.23882,0.56369,0.79808,1.00482,0.98315,1,0.995,0.93254,0.49005,0.8119,1.06249,0.001703,0.001703,0.001703
14,9.87918,0.58322,0.93948,0.97909,0.98511,1,0.995,0.90166,0.49552,0.82718,1.09247,0.00167825,0.00167825,0.00167825
15,10.4716,0.58269,0.77271,1.02984,0.98511,1,0.995,0.90166,0.49552,0.82718,1.09247,0.0016535,0.0016535,0.0016535
16,11.0496,0.56958,0.81917,1.02151,0.98221,1,0.995,0.68065,0.62819,1.09649,1.15309,0.00162875,0.00162875,0.00162875
17,11.6267,0.52154,0.77929,1.00721,0.98574,1,0.995,0.94505,0.50606,0.72751,1.11204,0.001604,0.001604,0.001604
18,12.2713,0.52918,0.72625,0.95194,0.98803,1,0.995,0.90779,0.41275,0.63456,1.05689,0.00157925,0.00157925,0.00157925
19,12.8736,0.57457,0.84759,0.99671,0.98803,1,0.995,0.90779,0.41275,0.63456,1.05689,0.0015545,0.0015545,0.0015545
20,13.5059,0.63213,0.80761,0.99353,0.98935,1,0.995,0.90779,0.4321,0.65814,1.03579,0.00152975,0.00152975,0.00152975
21,14.0876,0.57203,0.77039,0.98749,0.79155,1,0.895,0.77167,0.55277,0.95645,1.09702,0.001505,0.001505,0.001505
22,14.6701,0.54766,0.82372,0.96157,0.79155,1,0.895,0.77167,0.55277,0.95645,1.09702,0.00148025,0.00148025,0.00148025
23,15.2455,0.54804,0.69859,0.947,0.98946,1,0.995,0.94505,0.43001,0.64594,1.07056,0.0014555,0.0014555,0.0014555
24,15.8422,0.52272,0.69819,0.96823,0.98938,1,0.995,0.995,0.38313,0.54671,1.00067,0.00143075,0.00143075,0.00143075
25,16.4504,0.51781,0.70497,0.96685,0.98938,1,0.995,0.995,0.38313,0.54671,1.00067,0.001406,0.001406,0.001406
26,17.0863,0.44706,0.70973,0.93687,0.98835,1,0.995,0.90779,0.41421,0.5681,1.03435,0.00138125,0.00138125,0.00138125
27,17.658,0.52044,0.69137,0.99702,0.9876,1,0.995,0.8955,0.44991,0.63549,1.04986,0.0013565,0.0013565,0.0013565
28,18.2194,0.51628,0.74662,0.99175,0.9876,1,0.995,0.8955,0.44991,0.63549,1.04986,0.00133175,0.00133175,0.00133175
29,18.8134,0.46977,0.69333,0.96239,0.98822,1,0.995,0.8955,0.51044,0.64201,1.12302,0.001307,0.001307,0.001307
30,19.3988,0.50076,0.67605,0.90546,0.98827,1,0.995,0.8955,0.51549,0.61362,1.16156,0.00128225,0.00128225,0.00128225
31,19.9996,0.51308,0.6244,0.97462,0.98827,1,0.995,0.8955,0.51549,0.61362,1.16156,0.0012575,0.0012575,0.0012575
32,20.5831,0.49002,0.63249,0.95895,0.98866,1,0.995,0.90779,0.41498,0.56446,1.06981,0.00123275,0.00123275,0.00123275
33,21.1939,0.4539,0.66741,0.9153,0.98882,1,0.995,0.90371,0.43054,0.54277,1.01535,0.001208,0.001208,0.001208
34,21.7786,0.45257,0.62701,0.92023,0.98801,1,0.995,0.92031,0.42588,0.5591,1.00635,0.00118325,0.00118325,0.00118325
35,22.3374,0.51748,0.741,0.9996,0.98801,1,0.995,0.92031,0.42588,0.5591,1.00635,0.0011585,0.0011585,0.0011585
36,22.9041,0.4245,0.56084,0.93124,0.9872,1,0.995,0.92856,0.46055,0.60411,1.06205,0.00113375,0.00113375,0.00113375
37,23.4992,0.47612,0.63489,0.97958,0.98672,1,0.995,0.90779,0.43729,0.54866,1.04441,0.001109,0.001109,0.001109
38,24.1202,0.46413,0.64166,0.96937,0.98672,1,0.995,0.90779,0.43729,0.54866,1.04441,0.00108425,0.00108425,0.00108425
39,24.7319,0.44813,0.63084,0.92308,0.98721,1,0.995,0.92856,0.43491,0.55673,1.03126,0.0010595,0.0010595,0.0010595
