epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,127.191,0.9698,1.70121,1.41015,0.69095,0.74112,0.73604,0.58105,0.87163,1.31673,1.27355,0.0012476,0.0012476,0.0012476
21,133.654,0.89966,1.43288,1.35507,0.65656,0.74723,0.7393,0.60954,0.79003,1.53972,1.2082,0.001208,0.001208,0.001208
22,140.138,0.95476,1.44637,1.40068,0.69855,0.59391,0.66799,0.53295,0.8185,1.42788,1.26038,0.0011684,0.0011684,0.0011684
23,146.293,0.96016,1.4239,1.34622,0.7348,0.70323,0.75723,0.64416,0.76562,1.26299,1.15457,0.0011288,0.0011288,0.0011288
24,152.806,0.91488,1.42394,1.35249,0.68756,0.81218,0.77453,0.6494,0.74219,1.28502,1.18799,0.0010892,0.0010892,0.0010892
25,159.147,0.85382,1.4712,1.284,0.63884,0.86802,0.77035,0.62525,0.81694,1.42358,1.27338,0.0010496,0.0010496,0.0010496
26,165.34,0.87664,1.55783,1.33836,0.69449,0.78466,0.794,0.6243,0.79226,1.29957,1.25836,0.00101,0.00101,0.00101
27,171.471,0.84023,1.43109,1.30104,0.74609,0.87817,0.8089,0.68401,0.69588,1.10259,1.11279,0.0009704,0.0009704,0.0009704
28,178.579,0.87614,1.51401,1.32492,0.77052,0.88325,0.82931,0.70642,0.63779,0.99005,1.06922,0.0009308,0.0009308,0.0009308
29,185.18,0.85339,1.51723,1.27842,0.67212,0.77003,0.76827,0.62033,0.76692,1.17958,1.17758,0.0008912,0.0008912,0.0008912
30,191.187,0.8693,1.31606,1.30273,0.71135,0.71574,0.78197,0.64585,0.68319,1.1818,1.07999,0.0008516,0.0008516,0.0008516
31,197.168,0.88251,1.26574,1.32193,0.71985,0.78261,0.81268,0.68713,0.65915,1.14569,1.07437,0.000812,0.000812,0.000812
32,203.018,0.79499,1.42542,1.26207,0.71245,0.83756,0.81084,0.67894,0.68999,1.06623,1.08886,0.0007724,0.0007724,0.0007724
33,208.637,0.79097,1.28306,1.26741,0.75388,0.71525,0.79203,0.67184,0.68589,1.06029,1.08624,0.0007328,0.0007328,0.0007328
34,215.04,0.80507,1.40037,1.26487,0.75358,0.76067,0.79384,0.67026,0.68391,1.06785,1.07912,0.0006932,0.0006932,0.0006932
35,220.919,0.78418,1.24053,1.29001,0.6881,0.69543,0.7253,0.61548,0.70046,1.27623,1.09969,0.0006536,0.0006536,0.0006536
36,226.913,0.82773,1.2253,1.29216,0.72595,0.86059,0.80388,0.67804,0.66179,1.01159,1.08011,0.000614,0.000614,0.000614
37,232.821,0.78748,1.18872,1.27062,0.69776,0.93751,0.82947,0.72224,0.58953,0.91554,1.03083,0.0005744,0.0005744,0.0005744
38,239.166,0.76505,1.15941,1.26612,0.64433,0.88281,0.80203,0.71455,0.55033,0.9456,1.00587,0.0005348,0.0005348,0.0005348
39,245.545,0.73549,1.11071,1.22375,0.64742,0.95431,0.80594,0.70918,0.59744,0.99002,1.00783,0.0004952,0.0004952,0.0004952
40,251.38,0.70948,1.06822,1.2418,0.74606,0.92466,0.83729,0.74285,0.56451,0.92928,0.98352,0.0004556,0.0004556,0.0004556
41,257.733,0.53167,2.27814,1.10794,0.78936,0.84772,0.80997,0.69308,0.63698,1.18905,1.03513,0.000416,0.000416,0.000416
42,263.932,0.56148,1.24408,1.19295,0.77836,0.90863,0.84447,0.74497,0.5731,1.01587,0.98625,0.0003764,0.0003764,0.0003764
43,270.28,0.51576,1.25032,1.09961,0.80436,0.90355,0.8627,0.74951,0.57364,0.91318,1.00734,0.0003368,0.0003368,0.0003368
44,275.885,0.45154,1.08925,1.08875,0.77065,0.93909,0.84304,0.72994,0.56385,0.85272,0.98196,0.0002972,0.0002972,0.0002972
45,282.126,0.46425,1.1345,1.09512,0.75351,0.95431,0.79398,0.68278,0.54361,0.83009,0.97695,0.0002576,0.0002576,0.0002576
46,288.189,0.46435,1.15776,1.06911,0.7382,0.95431,0.79461,0.68789,0.55072,0.86594,0.97446,0.000218,0.000218,0.000218
47,294.493,0.44382,1.01341,1.08031,0.72267,0.9524,0.81285,0.70894,0.52698,0.82702,0.96829,0.0001784,0.0001784,0.0001784
48,300.811,0.4659,0.9735,1.06273,0.76741,0.93401,0.83258,0.73967,0.52594,0.79876,0.9516,0.0001388,0.0001388,0.0001388
49,306.88,0.43621,1.05366,1.0084,0.77718,0.93401,0.84959,0.76186,0.49712,0.77052,0.91912,9.92e-05,9.92e-05,9.92e-05
50,313.247,0.44227,1.01454,1.07572,0.80842,0.93401,0.85418,0.77152,0.49691,0.76748,0.91527,5.96e-05,5.96e-05,5.96e-05
