epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,19.032,0.30623,0.61244,0.99587,0.99509,1,0.995,0.96333,0.32888,0.53565,0.98887,0.001307,0.001307,0.001307
30,19.5879,0.3241,0.61832,1.00971,0.99181,1,0.995,0.95642,0.32799,0.56739,0.96117,0.00128225,0.00128225,0.00128225
31,20.1788,0.27774,0.63605,0.98212,0.98799,1,0.995,0.97439,0.29289,0.5759,0.91592,0.0012575,0.0012575,0.0012575
32,20.8141,0.33387,0.75526,1.04674,0.98799,1,0.995,0.97439,0.29289,0.5759,0.91592,0.00123275,0.00123275,0.00123275
33,21.4546,0.31124,0.63543,1.01211,0.99185,1,0.995,0.96558,0.32755,0.59051,0.94198,0.001208,0.001208,0.001208
34,22.0345,0.35498,0.64709,1.03678,0.99185,1,0.995,0.96558,0.32755,0.59051,0.94198,0.00118325,0.00118325,0.00118325
35,22.6133,0.29255,0.59107,0.9795,0.99402,1,0.995,0.97375,0.3211,0.58055,0.92162,0.0011585,0.0011585,0.0011585
36,23.2129,0.31689,0.69186,1.04685,0.99402,1,0.995,0.97375,0.3211,0.58055,0.92162,0.00113375,0.00113375,0.00113375
37,23.9226,0.29222,0.62499,0.98648,0.99493,1,0.995,0.98356,0.29092,0.53179,0.87345,0.001109,0.001109,0.001109
38,24.5901,0.29105,0.6033,0.99634,0.99506,1,0.995,0.98356,0.29897,0.51675,0.87111,0.00108425,0.00108425,0.00108425
39,25.2148,0.30945,0.57781,0.98103,0.99506,1,0.995,0.98356,0.29897,0.51675,0.87111,0.0010595,0.0010595,0.0010595
40,25.8733,0.28256,0.62672,1.00259,0.99525,1,0.995,0.995,0.28014,0.53908,0.85922,0.00103475,0.00103475,0.00103475
41,26.4783,0.2865,0.55386,0.94961,0.99525,1,0.995,0.995,0.28014,0.53908,0.85922,0.00101,0.00101,0.00101
42,27.1784,0.2977,0.65008,1.01438,0.9953,1,0.995,0.995,0.2593,0.55579,0.85308,0.00098525,0.00098525,0.00098525
43,27.7307,0.25896,0.58279,0.9652,0.9953,1,0.995,0.995,0.2593,0.55579,0.85308,0.0009605,0.0009605,0.0009605
44,28.3621,0.28709,0.56884,0.97224,0.99517,1,0.995,0.995,0.25447,0.51038,0.86643,0.00093575,0.00093575,0.00093575
45,28.933,0.29297,0.56479,0.9989,0.99517,1,0.995,0.995,0.25447,0.51038,0.86643,0.000911,0.000911,0.000911
46,29.487,0.29219,0.58705,1.00169,0.99507,1,0.995,0.995,0.25462,0.50877,0.87378,0.00088625,0.00088625,0.00088625
47,30.0595,0.30375,0.57704,0.97123,0.99527,1,0.995,0.995,0.26644,0.53416,0.86787,0.0008615,0.0008615,0.0008615
48,30.6465,0.29351,0.55691,0.98276,0.99527,1,0.995,0.995,0.26644,0.53416,0.86787,0.00083675,0.00083675,0.00083675
49,31.2169,0.23726,0.56342,0.97375,0.99555,1,0.995,0.97703,0.33047,0.56104,0.91221,0.000812,0.000812,0.000812
50,31.7734,0.27576,0.58958,0.95849,0.99555,1,0.995,0.97703,0.33047,0.56104,0.91221,0.00078725,0.00078725,0.00078725
51,32.3038,0.28307,0.58879,0.94801,0.99537,1,0.995,0.96103,0.35036,0.55386,0.9307,0.0007625,0.0007625,0.0007625
52,32.8423,0.25237,0.55481,0.9481,0.99537,1,0.995,0.96103,0.35036,0.55386,0.9307,0.00073775,0.00073775,0.00073775
53,33.392,0.25852,0.54045,0.97006,0.99534,1,0.995,0.96203,0.32837,0.53521,0.90429,0.000713,0.000713,0.000713
54,33.9795,0.25399,0.55092,0.96282,0.99523,1,0.995,0.96939,0.30929,0.53579,0.89007,0.00068825,0.00068825,0.00068825
55,34.5472,0.25389,0.55017,0.9535,0.99523,1,0.995,0.96939,0.30929,0.53579,0.89007,0.0006635,0.0006635,0.0006635
