epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
33,32.3966,0.27222,0.54102,0.9757,0.99691,1,0.995,0.94412,0.38025,0.53395,1.07142,0.001208,0.001208,0.001208
34,33.2288,0.28666,0.58219,0.9773,0.99676,1,0.995,0.93998,0.40151,0.55321,1.12029,0.00118325,0.00118325,0.00118325
35,34.0879,0.28621,0.53677,1.00086,0.99665,1,0.995,0.92442,0.41909,0.55344,1.13487,0.0011585,0.0011585,0.0011585
36,35.004,0.252,0.50363,0.97628,0.99681,1,0.995,0.9396,0.36887,0.51789,1.02475,0.00113375,0.00113375,0.00113375
37,35.8433,0.29327,0.56266,1.00459,0.99705,1,0.995,0.96259,0.3372,0.52868,0.97156,0.001109,0.001109,0.001109
38,36.6733,0.29057,0.54255,0.98504,0.99698,1,0.995,0.98228,0.30427,0.49135,0.93507,0.00108425,0.00108425,0.00108425
39,37.7183,0.2629,0.48897,0.95879,0.99704,1,0.995,0.98228,0.29809,0.4986,0.93152,0.0010595,0.0010595,0.0010595
40,38.6079,0.27176,0.4844,0.96919,0.9972,1,0.995,0.97831,0.3078,0.49355,0.93694,0.00103475,0.00103475,0.00103475
41,39.427,0.26814,0.47943,0.96764,0.99724,1,0.995,0.96401,0.31404,0.49736,0.94441,0.00101,0.00101,0.00101
42,40.2471,0.27623,0.51891,0.97233,0.99725,1,0.995,0.96904,0.33106,0.50323,0.9702,0.00098525,0.00098525,0.00098525
43,41.0528,0.29648,0.50634,0.98896,0.9973,1,0.995,0.95472,0.34872,0.4977,0.99232,0.0009605,0.0009605,0.0009605
44,41.927,0.26807,0.44038,0.96157,0.9973,1,0.995,0.95406,0.3477,0.49093,0.98969,0.00093575,0.00093575,0.00093575
45,42.7591,0.27623,0.48876,0.97126,0.99729,1,0.995,0.95232,0.35498,0.49892,0.99286,0.000911,0.000911,0.000911
46,43.694,0.27028,0.51879,0.95924,0.99733,1,0.995,0.95764,0.34021,0.50897,0.98067,0.00088625,0.00088625,0.00088625
47,44.6072,0.27704,0.45496,0.9499,0.99731,1,0.995,0.96221,0.34479,0.52112,1.01087,0.0008615,0.0008615,0.0008615
48,45.5464,0.28487,0.48954,0.98217,0.99734,1,0.995,0.95538,0.34731,0.53736,1.04018,0.00083675,0.00083675,0.00083675
49,47.1403,0.23669,0.46125,0.95504,0.99734,1,0.995,0.95608,0.35725,0.54598,1.06004,0.000812,0.000812,0.000812
50,48.1744,0.26017,0.45109,0.96565,0.99737,1,0.995,0.93974,0.37093,0.54896,1.08198,0.00078725,0.00078725,0.00078725
51,49.1122,0.23444,0.44676,0.97772,0.99738,1,0.995,0.94969,0.37065,0.52384,1.07586,0.0007625,0.0007625,0.0007625
52,50.0738,0.24588,0.45378,0.96098,0.99733,1,0.995,0.94703,0.35716,0.49335,1.04634,0.00073775,0.00073775,0.00073775
53,50.9936,0.2149,0.40407,0.94273,0.99735,1,0.995,0.93668,0.32765,0.50235,1.0118,0.000713,0.000713,0.000713
