epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,11.2817,0.74643,1.13072,1.09685,0.77786,1,0.945,0.78076,0.68354,1.12752,1.36094,0.001505,0.001505,0.001505
22,11.7645,0.77014,1.19026,1.16938,0.77786,1,0.945,0.78076,0.68354,1.12752,1.36094,0.00148025,0.00148025,0.00148025
23,12.2464,0.79973,1.11916,1.14979,0.97813,1,0.995,0.8519,0.52937,0.83607,1.20093,0.0014555,0.0014555,0.0014555
24,12.7409,0.68709,1.65901,0.94928,0.97813,1,0.995,0.8519,0.52937,0.83607,1.20093,0.00143075,0.00143075,0.00143075
25,13.2321,0.66562,1.17395,1.07979,0.98049,1,0.995,0.8519,0.61621,0.79831,1.19726,0.001406,0.001406,0.001406
26,13.7175,0.76145,1.11086,1.09552,0.98049,1,0.995,0.8519,0.61621,0.79831,1.19726,0.00138125,0.00138125,0.00138125
27,14.2107,0.75709,1.07478,1.13215,0.98081,1,0.995,0.82903,0.63863,0.75049,1.27913,0.0013565,0.0013565,0.0013565
28,14.6589,0.6726,0.99748,1.10758,0.98081,1,0.995,0.82903,0.63863,0.75049,1.27913,0.00133175,0.00133175,0.00133175
29,15.1219,0.69083,0.95508,1.13127,0.97682,1,0.995,0.8828,0.55483,0.70026,1.21005,0.001307,0.001307,0.001307
30,15.6041,0.66999,0.94385,1.05251,0.97682,1,0.995,0.8828,0.55483,0.70026,1.21005,0.00128225,0.00128225,0.00128225
31,16.0915,0.52864,1.64963,0.88372,0.97233,1,0.995,0.8372,0.62342,0.73355,1.23316,0.0012575,0.0012575,0.0012575
32,16.5462,0.58021,0.88241,0.9823,0.97233,1,0.995,0.8372,0.62342,0.73355,1.23316,0.00123275,0.00123275,0.00123275
33,16.9963,0.66859,0.97854,1.03742,0.98241,1,0.995,0.8955,0.6559,0.81048,1.26413,0.001208,0.001208,0.001208
34,17.467,0.5679,0.86606,1.00275,0.98241,1,0.995,0.8955,0.6559,0.81048,1.26413,0.00118325,0.00118325,0.00118325
35,17.9501,0.58385,0.84854,1.03107,0.98522,1,0.995,0.92003,0.56594,0.85773,1.21499,0.0011585,0.0011585,0.0011585
36,18.4256,0.60064,0.91351,1.09256,0.98522,1,0.995,0.92003,0.56594,0.85773,1.21499,0.00113375,0.00113375,0.00113375
37,18.9408,0.51488,0.83902,1.00556,0.98524,1,0.995,0.92006,0.55061,0.74761,1.20509,0.001109,0.001109,0.001109
38,19.4251,0.51665,1.79383,0.88061,0.98524,1,0.995,0.92006,0.55061,0.74761,1.20509,0.00108425,0.00108425,0.00108425
39,21.906,0.50519,0.77546,0.97215,0.98236,1,0.995,0.8828,0.49137,0.70085,1.18314,0.0010595,0.0010595,0.0010595
40,22.3725,0.56513,0.81475,0.99341,0.98236,1,0.995,0.8828,0.49137,0.70085,1.18314,0.00103475,0.00103475,0.00103475
41,22.8232,0.55965,0.82677,1.00439,0.98491,1,0.995,0.91173,0.48013,0.67021,1.14595,0.00101,0.00101,0.00101
42,23.2528,0.63187,0.83676,1.01126,0.98491,1,0.995,0.91173,0.48013,0.67021,1.14595,0.00098525,0.00098525,0.00098525
43,23.6865,0.59056,0.81048,1.04417,0.98722,1,0.995,0.9367,0.48638,0.62912,1.13391,0.0009605,0.0009605,0.0009605
44,24.1504,0.51732,0.73167,0.95371,0.98722,1,0.995,0.9367,0.48638,0.62912,1.13391,0.00093575,0.00093575,0.00093575
45,24.6465,0.56814,0.82529,0.94497,0.98848,1,0.995,0.92003,0.53186,0.62193,1.12352,0.000911,0.000911,0.000911
46,25.0899,0.55365,0.80378,0.99603,0.98848,1,0.995,0.92003,0.53186,0.62193,1.12352,0.00088625,0.00088625,0.00088625
47,25.5463,0.51571,0.7737,0.99187,0.98889,1,0.995,0.86174,0.61644,0.58695,1.15312,0.0008615,0.0008615,0.0008615
48,25.9833,0.53447,0.74759,1.00576,0.98889,1,0.995,0.86174,0.61644,0.58695,1.15312,0.00083675,0.00083675,0.00083675
49,26.4273,0.45686,1.35413,0.89866,0.98904,1,0.995,0.83721,0.63456,0.647,1.21412,0.000812,0.000812,0.000812
50,26.8826,0.53446,0.76412,0.96409,0.98904,1,0.995,0.83721,0.63456,0.647,1.21412,0.00078725,0.00078725,0.00078725
51,27.4481,0.51147,0.80779,0.97721,0.98931,1,0.995,0.86175,0.59613,0.70032,1.2582,0.0007625,0.0007625,0.0007625
52,27.9227,0.54201,0.78351,0.93633,0.98931,1,0.995,0.86175,0.59613,0.70032,1.2582,0.00073775,0.00073775,0.00073775
53,28.3855,0.52613,0.80129,0.9663,0.98938,1,0.995,0.83722,0.58119,0.60073,1.25341,0.000713,0.000713,0.000713
54,28.8273,0.53205,0.76928,0.95201,0.98938,1,0.995,0.83722,0.58119,0.60073,1.25341,0.00068825,0.00068825,0.00068825
55,29.2712,0.54849,0.78896,0.99807,0.98911,1,0.995,0.92005,0.49623,0.53845,1.16132,0.0006635,0.0006635,0.0006635
56,29.7266,0.47216,0.83885,0.97018,0.98911,1,0.995,0.92005,0.49623,0.53845,1.16132,0.00063875,0.00063875,0.00063875
57,30.158,0.52719,0.91418,1.02684,0.98925,1,0.995,0.92005,0.407,0.51967,1.07717,0.000614,0.000614,0.000614
58,30.6151,0.45223,0.71318,0.97036,0.98925,1,0.995,0.92005,0.407,0.51967,1.07717,0.00058925,0.00058925,0.00058925
